"id" "csd_mean_n" "csd_mean_e" "csd_mean_o" "csd_mean_a" "csd_mean_c" "sccs" "csd_nob" "simpson_csd" "rses" "swls" "pa" "na"
1 0.79309979915499 -0.875533900687168 -0.732733102643874 0.849013844908703 -0.0492386288291377 3.07744911283176 -1.04711359062743 1.31518008174595 1.80192914517347 0.466880857399669 2.32759188427814 0.599735644669966
2 0.0384368414759949 0.788390456341582 1.11407753323473 1.22658542110533 -0.215800723580408 2.55485939975855 0.438546775700866 0.422840228773344 -0.894728381387209 -1.07289994496582 0.537578617769642 1.15660906509776
3 -0.16816299181802 0.0313446839741886 -0.281042036472996 -1.27941767070771 0.0809770830406314 2.80887046189352 -0.33780518841252 -0.118307690254848 -0.47253781279156 0.458505667493202 -0.150933762659666 -1.71383683975675
4 -0.584189408985592 0.488947815943938 -1.09100027664817 0.184011110654948 -1.03055273658386 2.67649778398758 -2.37947638574378 0.576005728308136 -0.108508800819902 -0.618805090882675 -0.52794019949943 0.600073975344566
5 0.891898666517829 0.771469878691198 0.239222737737268 -0.7490257660595 1.15321130232285 3.23713914601276 0.259344892403064 -0.788614207390695 0.237583034706238 -0.679937391524609 -0.535056473700789 -0.517072254128232
6 1.13933307604848 0.247834608669137 -0.0532176840575105 -0.608148531230079 0.646328884938565 3.57576446164616 -1.10300468277767 0.264917112495371 -0.798348314380711 0.414206182097416 -0.619871253094748 -0.0595924608676152
7 0.0194424834681 0.447831638138293 0.0403178822322321 0.419863624728317 0.0788285553783438 2.76968425315187 0.922301059107954 0.166466198021097 0.929332179663478 0.366427285746921 -1.09414715458447 2.24501021264297
8 3.27178275094146 -1.16256526522146 0.215454744346174 0.841849795634128 0.945405729852455 1.89236880757714 -2.45149100964402 -2.34502321435256 -0.379689160135705 -0.248906664495431 0.174764410984371 0.252268328862678
9 -0.00299321217346231 -0.0617882821038358 -0.394021000135933 0.380156936736672 -1.22214879072262 2.57724361374293 -0.131003819224936 1.89663701960685 0.985170574488639 -0.736329424522719 -3.18918610643503 0.810778900487395
10 2.9238239501318 -0.616103464566919 -0.326590873793965 -0.534844330403008 1.08512896360543 2.53286205266313 -1.05339701036674 -1.33156143483864 -1.62921830722764 0.194005755434863 -1.16944424186678 -0.989657753295806
11 -0.133879522065291 -1.30482930362763 0.648003818354912 1.12971200930182 0.212001873527642 3.59037739362883 1.12716590131421 -2.62587763955897 -0.162234665329609 -0.0487537818800853 0.991563499846736 0.430177724937883
12 -1.57070706216679 -1.16898434302642 1.62673701629703 1.03188963184648 0.503221026911538 3.07149684197883 -0.727834639228732 -0.000342472147151789 0.345774730922208 0.95950047987295 0.149196928334611 -0.123568108208646
13 -1.42476658017077 0.937609547717227 -1.92569377349633 -0.989382575570002 -0.455711994077975 3.78236872969907 0.935340589208178 0.107412294687636 -0.492190924375357 -0.632083935907471 0.554631070423332 -0.231929337704031
14 -0.871469943087801 -1.3005469870359 -0.135680412514509 0.31316852556151 -0.782293586541174 3.20045206377269 -0.468292103835751 -0.0080054312303214 -0.478686769821278 -0.123067474017374 -0.589690702483591 0.557947656995286
15 1.47840798244259 -0.404328026761701 0.979682304928802 -1.15966477035314 -0.54620305037046 2.22622138964387 0.12982106876817 0.140564613848128 -0.637734260110071 2.2707832168022 1.40956455320645 -1.50429536972134
16 1.70332330212618 0.982565049225279 -1.17921193210068 1.46673353907052 1.03625304627522 3.24745530912922 1.46235284119442 -1.18492733798134 0.103420706841276 -1.28391642562985 -0.297443677420138 1.39052776902899
17 0.397608592961342 0.329259493151393 1.16681337455667 0.270059578028115 1.09077665503263 2.62607305257467 -0.682169375643072 0.592497104156848 1.26229835926168 0.317251422360256 0.587354813049546 2.28263600626823
18 0.308495292568104 0.652347233454389 -0.379227415297271 1.06713532118701 1.55487239810675 3.00030167969518 1.81861838674073 1.38068758134306 -1.02429911136656 0.410650514231095 0.0136732767186403 -0.441200580779908
19 -0.536955292638044 0.33137935811481 0.70775212141734 0.388143801506102 -0.0619972054953878 2.94917331443762 0.986158368247289 -0.838728583550592 -0.0990034590490781 -0.448890499888346 0.479094516876518 0.518804573838924
20 -0.676675596367901 -0.148875337173038 1.47376577810174 -0.108270386698755 -0.756056442753469 2.92797092868517 1.28460132176685 0.30587423629278 -0.482566864635336 -0.709676063028738 -0.441453852528097 2.053861151768
21 -0.717903102159638 -2.19971757795955 0.898576833356327 0.750488542155902 1.47246617375261 2.83431547163307 -2.24640056940027 -0.270900317647183 1.41320322147466 -1.45720406104054 1.24400780549596 -0.882059097299561
22 -0.870549994900966 -0.608838514896523 1.21431502306541 -1.10331774675753 -1.55194489509854 3.96060407730661 -0.168516631588257 -0.060785904550875 1.9277281824019 -1.41759645000403 -0.517633734430542 0.0471264794105824
23 -0.539922449848325 -1.37830797006746 -2.2078270583898 -1.43268242639769 -0.15888537828916 3.7549274289884 -1.46661662751573 0.975708454860259 0.500733127839078 -0.264020690520718 2.85993663383947 2.30863463622962
24 -0.622689767958637 -0.37808428586824 -1.2733628036548 -0.631153638334791 0.603257019789009 2.55535780096442 0.759275035989203 0.277768209440347 0.0663108751126725 1.2527868090458 -0.161728735063497 -0.925260469371071
25 0.52853744956257 2.05410707311695 0.581466657889296 0.263617951041476 -1.16228473907955 3.0993401035238 1.22277702922995 1.93184106588039 1.36624980298819 0.0537076840986283 0.126126493805749 0.955478821523788
26 0.77081867169404 0.138225403263888 -0.910780798192153 -0.413688070505232 -1.56009578379087 3.57568233997695 -0.617535389141603 -0.332290606474839 -0.461615131638163 1.54571970712446 -0.620143602752065 0.473501010253413
27 1.60318075443505 -0.719146277753351 -0.551874495500953 -0.465118741895463 0.489185585613409 3.55126278533534 -0.511773942223519 1.48194329316471 -0.056820381470355 -0.602236288764586 0.733028625007077 -0.363129456938101
28 -2.44862135362922 0.888692440655481 1.38422224664466 0.920851504045787 1.62105050747679 2.55230847696836 -1.62158019298443 -0.455655564121926 1.05022857914546 0.578602600231311 0.188879480095157 0.361853678481415
29 0.495119681899253 0.491372928474695 0.116494123723035 -0.502192713878502 -0.714736528438557 3.70490044942375 0.790937635334595 -0.231322401662488 0.10571373539749 0.124398605835855 0.635331325238311 -0.332192091893926
30 -0.318468478289267 -0.0803500691057765 0.0453178784831703 0.974456871806679 -0.686687437166656 2.64770210148206 1.46152195521853 -0.32711762721469 -0.475412846638052 0.362650090922231 0.713170709295136 0.76038465906466
31 -0.266390602550299 -0.227631250524714 -0.245585632015596 -0.772935917727367 -0.941603766118093 3.06332126663419 -1.69993221571343 0.287902029979113 0.184986351845422 0.205401537908923 -0.768887741449215 -0.509569485214936
32 -1.64170410993825 -0.145485583230482 -1.59789551871642 -0.256483362676747 1.48472599900393 3.08437790189672 -1.81251474524571 0.466534226807171 -0.447633825506989 0.777727573620663 0.825866376973108 -1.7571523211675
33 -0.0328780548058861 -0.0714200255752952 -1.88057396502837 -0.826313344778546 -0.707935194370652 2.0400044377231 1.14414109742141 0.145161086801629 1.86991842288677 -0.00773183144031521 -1.18988737780151 0.813197717806123
34 -0.776007105490692 0.619530244648906 -0.217766243830373 -0.426199321602835 -0.837443806426317 2.93334628988315 1.34854185723644 0.599325334115896 -0.38322360709269 0.968502349122963 0.153363028470634 1.13232732088381
35 0.355759428247928 0.127656676246875 0.354738794936102 -1.16169686834141 -0.804029989369464 1.94980671349003 0.371556455073257 -0.781932342398934 0.940762582355678 0.490184917432232 0.912622167357091 0.11153896347961
36 -1.11280918419286 -0.627376645697984 -1.31894478115298 0.446986972332676 -0.58790398966908 2.01683074790911 0.242249032302166 -0.238878516187315 0.00114037939802183 -0.00953732033365802 -1.59146442510994 -0.830126638963554
37 3.44599197819979 0.834371493937897 -1.80778009715662 1.18231429883526 -0.597717941949531 3.16025771620861 -0.621258548098154 0.652135347242971 1.33035103673469 -0.112809987537774 -0.441399608592731 -0.482590012721979
38 -0.78209886700799 -0.698403948311629 1.2755091369191 0.283358694174729 0.606447474560152 3.170621710317 0.339038070553804 1.03807857111819 0.930724347311392 -1.27667121119404 -0.402960952747705 -1.31718431349308
39 -0.282203311332044 1.30924048218871 0.50699835111917 1.71226784466114 0.301728112720811 3.48716735034968 -0.452140126031672 0.338341102765029 -0.648756927555097 -0.648600599019152 -2.06230271816286 -1.38737601474183
